event_name,commonName,version,catalog.shortName,GPS,reference,jsonurl,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_1_source_unit,mass_2_source,mass_2_source_lower,mass_2_source_upper,mass_2_source_unit,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,network_matched_filter_snr_unit,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,luminosity_distance_unit,chi_eff,chi_eff_lower,chi_eff_upper,chi_eff_unit,total_mass_source,total_mass_source_lower,total_mass_source_upper,total_mass_source_unit,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass_source_unit,chirp_mass,chirp_mass_lower,chirp_mass_upper,chirp_mass_unit,redshift,redshift_lower,redshift_upper,redshift_unit,far,far_lower,far_upper,far_unit,p_astro,p_astro_lower,p_astro_upper,p_astro_unit,final_mass_source,final_mass_source_lower,final_mass_source_upper,final_mass_source_unit
GW250207_115645-v1,GW250207_115645,1,O4_Discovery_Papers,1422964623.3,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW250207_115645/v1,35.2,-1.7,1.7,M_sun,30.6,-1.8,1.5,M_sun,68.91,-0.11,0.08,,187.0,-52.0,121.0,Mpc,0.0,-0.04,0.03,,65.9,-1.7,1.0,M_sun,28.57,-0.77,0.44,M_sun,,,,,0.04,-0.01,0.03,,1e-05,,,1/yr,,,,,62.7,-1.6,1.0,M_sun
GW250114_082203-v1,GW250114_082203,1,O4_Discovery_Papers,1420878141.2,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW250114_082203/v1,33.6,-0.8,1.2,M_sun,32.2,-1.3,0.8,M_sun,,,,,403.0,-70.0,74.0,Mpc,-0.03,-0.04,0.03,,65.8,-1.2,1.1,M_sun,28.6,-0.5,0.5,M_sun,,,,,0.09,-0.01,0.01,,,,,,,,,,62.7,-1.1,1.0,M_sun
GW241110_124123-v1,GW241110_124123,1,O4_Discovery_Papers,1415277701.7,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW241110_124123/v1,17.2,-4.4,5.0,M_sun,7.7,-1.5,2.2,M_sun,,,,,736.0,-267.0,270.0,Mpc,-0.28,-0.2,0.23,,,,,,9.8,-0.4,0.5,M_sun,,,,,,,,,0.00063,,,1/yr,,,,,,,,
GW241011_233834-v1,GW241011_233834,1,O4_Discovery_Papers,1412725132.9,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW241011_233834/v1,19.6,-2.5,3.6,M_sun,5.9,-0.8,0.8,M_sun,,,,,214.0,-48.0,44.0,Mpc,0.49,-0.07,0.06,,,,,,9.1,-0.1,0.1,M_sun,,,,,,,,,1e-05,,,1/yr,,,,,,,,
GW240925_005809-v1,GW240925_005809,1,O4_Discovery_Papers,1411261108.0,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW240925_005809/v1,9.0,-1.0,2.0,M_sun,7.0,-1.3,0.8,M_sun,31.96,-0.15,0.11,,356.0,-162.0,61.0,Mpc,0.02,-0.02,0.08,,16.1,-0.4,0.7,M_sun,6.85,-0.08,0.22,M_sun,,,,,0.08,-0.03,0.01,,1e-05,,,1/yr,,,,,15.3,-0.4,0.7,M_sun
GW240109_050431-v1,GW240109_050431,1,GWTC-4.0,1388811889.8,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW240109_050431/v1,28.7,-6.1,7.5,M_sun,18.1,-4.1,4.8,M_sun,10.4,,,,1500.0,-770.0,1020.0,Mpc,-0.07,-0.23,0.2,,47.1,-5.8,6.7,M_sun,19.7,-2.2,2.7,M_sun,,,,,0.28,-0.14,0.16,,0.00022999999999999998,,,1/yr,0.99,,,,45.2,-5.5,6.4,M_sun
GW240107_013215-v1,GW240107_013215,1,GWTC-4.0,1388626353.7,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW240107_013215/v1,59.0,-17.0,27.0,M_sun,33.0,-17.0,20.0,M_sun,9.6,,,,5800.0,-3300.0,4900.0,Mpc,0.32,-0.38,0.29,,92.0,-20.0,30.0,M_sun,36.7,-9.9,14.3,M_sun,,,,,0.88,-0.44,0.56,,0.028,,,1/yr,0.99,,,,87.0,-19.0,29.0,M_sun
GW240105_151143-v1,GW240105_151143,1,GWTC-4.0,1388502721.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW240105_151143/v1,,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,1/yr,0.7,,,,,,,
GW240104_164932-v1,GW240104_164932,1,GWTC-4.0,1388422190.6,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW240104_164932/v1,42.3,-6.8,9.4,M_sun,32.2,-8.2,7.5,M_sun,14.8,,,,1910.0,-970.0,1120.0,Mpc,0.09,-0.2,0.19,,74.3,-8.5,11.4,M_sun,31.8,-4.0,5.1,M_sun,,,,,0.35,-0.16,0.17,,1e-05,,,1/yr,0.99,,,,70.7,-8.1,10.7,M_sun
GW231231_154016-v1,GW231231_154016,1,GWTC-4.0,1388072434.7,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231231_154016/v1,22.5,-3.2,5.5,M_sun,17.2,-3.2,2.9,M_sun,13.4,,,,1070.0,-530.0,590.0,Mpc,-0.03,-0.12,0.12,,39.9,-3.4,4.1,M_sun,17.1,-1.3,1.6,M_sun,,,,,0.21,-0.1,0.1,,1e-05,,,1/yr,0.99,,,,38.1,-3.3,4.0,M_sun
GW231231_120147-v1,GW231231_120147,1,GWTC-4.0,1388059325.6,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231231_120147/v1,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,1/yr,0.86,,,,,,,
GW231230_170116-v1,GW231230_170116,1,GWTC-4.0,1387990895.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231230_170116/v1,53.0,-15.0,53.0,M_sun,35.0,-14.0,15.0,M_sun,8.2,,,,5700.0,-3200.0,4800.0,Mpc,-0.18,-0.35,0.33,,89.0,-20.0,52.0,M_sun,37.0,-8.3,14.9,M_sun,,,,,0.87,-0.43,0.56,,0.42,,,1/yr,0.96,,,,86.0,-19.0,51.0,M_sun
GW231226_101520-v1,GW231226_101520,1,GWTC-4.0,1387620938.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231226_101520/v1,40.2,-2.9,4.4,M_sun,35.1,-4.9,3.2,M_sun,34.7,,,,1180.0,-360.0,240.0,Mpc,-0.08,-0.1,0.09,,75.0,-3.1,3.9,M_sun,32.5,-1.5,1.8,M_sun,,,,,0.23,-0.06,0.04,,1e-05,,,1/yr,0.99,,,,71.6,-2.8,3.7,M_sun
GW231224_024321-v1,GW231224_024321,1,GWTC-4.0,1387421020.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231224_024321/v1,9.3,-1.1,2.1,M_sun,7.31,-1.31,0.97,M_sun,14.0,,,,950.0,-400.0,280.0,Mpc,-0.01,-0.06,0.08,,16.66,-0.79,1.26,M_sun,7.13,-0.29,0.48,M_sun,,,,,0.19,-0.07,0.05,,1e-05,,,1/yr,0.99,,,,15.89,-0.77,1.24,M_sun
GW231223_202619-v1,GW231223_202619,1,GWTC-4.0,1387398397.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231223_202619/v1,11.1,-1.6,3.9,M_sun,8.3,-2.0,1.4,M_sun,10.0,,,,890.0,-440.0,480.0,Mpc,0.1,-0.11,0.14,,19.6,-1.5,2.2,M_sun,8.35,-0.57,0.66,M_sun,,,,,0.18,-0.08,0.08,,0.002,,,1/yr,0.99,,,,18.7,-1.5,2.3,M_sun
GW231223_075055-v1,GW231223_075055,1,GWTC-4.0,1387353073.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231223_075055/v1,11.9,-2.8,7.0,M_sun,6.8,-2.2,2.0,M_sun,9.4,,,,970.0,-430.0,580.0,Mpc,0.07,-0.12,0.22,,19.0,-2.0,4.8,M_sun,7.8,-0.6,0.57,M_sun,,,,,0.19,-0.08,0.1,,0.55,,,1/yr,0.98,,,,18.1,-1.9,4.9,M_sun
GW231223_032836-v1,GW231223_032836,1,GWTC-4.0,1387337334.1,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231223_032836/v1,46.0,-11.0,16.0,M_sun,31.0,-14.0,12.0,M_sun,10.2,,,,4200.0,-2200.0,3100.0,Mpc,-0.16,-0.37,0.33,,76.0,-13.0,18.0,M_sun,31.9,-7.0,8.5,M_sun,,,,,0.67,-0.31,0.39,,0.00038,,,1/yr,0.99,,,,73.0,-13.0,17.0,M_sun
GW231221_135041-v1,GW231221_135041,1,GWTC-4.0,1387201859.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231221_135041/v1,47.0,-13.0,22.0,M_sun,29.0,-13.0,12.0,M_sun,10.0,,,,4600.0,-2500.0,3800.0,Mpc,0.01,-0.38,0.37,,76.0,-16.0,22.0,M_sun,31.0,-6.8,9.6,M_sun,,,,,0.72,-0.36,0.46,,0.54,,,1/yr,0.96,,,,73.0,-15.0,21.0,M_sun
GW231220_173406-v1,GW231220_173406,1,GWTC-4.0,1387128864.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231220_173406/v1,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,1/yr,0.77,,,,,,,
GW231213_111417-v1,GW231213_111417,1,GWTC-4.0,1386501275.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231213_111417/v1,35.6,-6.8,10.5,M_sun,27.2,-7.6,7.9,M_sun,10.4,,,,4000.0,-2000.0,2300.0,Mpc,0.06,-0.23,0.24,,62.6,-9.4,14.2,M_sun,26.7,-4.2,6.2,M_sun,,,,,0.65,-0.29,0.3,,1e-05,,,1/yr,0.99,,,,59.6,-8.9,13.3,M_sun
GW231206_233901-v1,GW231206_233901,1,GWTC-4.0,1385941159.5,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231206_233901/v1,37.6,-4.6,6.6,M_sun,28.5,-6.1,5.3,M_sun,21.9,,,,1490.0,-500.0,340.0,Mpc,-0.05,-0.15,0.14,,66.0,-3.7,5.3,M_sun,28.2,-1.8,2.7,M_sun,,,,,0.28,-0.08,0.05,,1e-05,,,1/yr,0.99,,,,63.1,-3.4,4.9,M_sun
GW231206_233134-v1,GW231206_233134,1,GWTC-4.0,1385940712.5,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231206_233134/v1,35.6,-6.2,9.0,M_sun,28.2,-7.1,7.6,M_sun,12.8,,,,3200.0,-1800.0,1800.0,Mpc,-0.08,-0.25,0.21,,63.5,-8.8,13.7,M_sun,27.2,-3.9,6.1,M_sun,,,,,0.54,-0.27,0.25,,1e-05,,,1/yr,0.99,,,,60.6,-8.3,13.0,M_sun
GW231206_010629-v1,GW231206_010629,1,GWTC-4.0,1385860007.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231206_010629/v1,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8999999999999995,,,1/yr,0.58,,,,,,,
GW231204_090648-v1,GW231204_090648,1,GWTC-4.0,1385716026.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231204_090648/v1,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5999999999999996,,,1/yr,0.54,,,,,,,
GW231129_081745-v1,GW231129_081745,1,GWTC-4.0,1385281083.6,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231129_081745/v1,45.0,-13.0,15.0,M_sun,23.8,-8.2,10.3,M_sun,9.4,,,,3800.0,-2100.0,3600.0,Mpc,0.03,-0.26,0.27,,69.0,-14.0,17.0,M_sun,27.8,-5.7,7.7,M_sun,,,,,0.62,-0.3,0.45,,0.056,,,1/yr,0.99,,,,66.0,-14.0,17.0,M_sun
GW231127_165300-v1,GW231127_165300,1,GWTC-4.0,1385139198.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231127_165300/v1,45.0,-12.0,18.0,M_sun,28.0,-12.0,13.0,M_sun,9.9,,,,4500.0,-2500.0,3600.0,Mpc,0.05,-0.32,0.3,,74.0,-15.0,22.0,M_sun,30.4,-6.7,9.7,M_sun,,,,,0.71,-0.35,0.44,,0.01,,,1/yr,0.99,,,,71.0,-14.0,21.0,M_sun
GW231126_010928-v1,GW231126_010928,1,GWTC-4.0,1384996186.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231126_010928/v1,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,1/yr,0.86,,,,,,,
GW231123_135430-v1,GW231123_135430,1,O4_Discovery_Papers,1384782888.6,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/O4_Discovery_Papers/GW231123_135430/v1,137.0,-18.0,23.0,M_sun,101.0,-50.0,22.0,M_sun,20.7,-0.3,0.2,,2200.0,-1500.0,1900.0,Mpc,0.32,-0.41,0.25,,236.0,-47.0,30.0,M_sun,,,,,,,,,0.4,-0.25,0.27,,0.0001,,,1/yr,,,,,222.0,-42.0,28.0,M_sun
GW231123_135430-v2,GW231123_135430,2,GWTC-4.0,1384782888.7,/o4_eventdata_docs/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231123_135430/v2,137.0,-18.0,23.0,M_sun,101.0,-50.0,22.0,M_sun,21.8,,,,2200.0,-1500.0,1900.0,Mpc,0.32,-0.41,0.25,,236.0,-47.0,30.0,M_sun,101.0,-30.0,13.0,M_sun,,,,,0.4,-0.25,0.27,,1e-05,,,1/yr,0.99,,,,222.0,-42.0,28.0,M_sun
GW231120_022103-v1,GW231120_022103,1,GWTC-4.0,1384482081.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231120_022103/v1,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8000000000000003,,,1/yr,0.9,,,,,,,
GW231119_075248-v1,GW231119_075248,1,GWTC-4.0,1384415586.1,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231119_075248/v1,49.0,-13.0,22.0,M_sun,33.0,-13.0,15.0,M_sun,8.3,,,,6700.0,-3700.0,5300.0,Mpc,,,,,82.0,-18.0,29.0,M_sun,34.5,-7.9,12.4,M_sun,,,,,0.99,-0.48,0.6,,0.019,,,1/yr,0.99,,,,79.0,-18.0,27.0,M_sun
GW231118_090602-v1,GW231118_090602,1,GWTC-4.0,1384333580.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231118_090602/v1,12.9,-3.1,12.4,M_sun,7.4,-3.2,2.1,M_sun,11.0,,,,1360.0,-620.0,550.0,Mpc,0.08,-0.09,0.33,,20.6,-2.2,9.1,M_sun,8.36,-0.56,0.79,M_sun,,,,,0.26,-0.11,0.09,,1e-05,,,1/yr,0.99,,,,19.6,-2.2,9.4,M_sun
GW231118_071402-v1,GW231118_071402,1,GWTC-4.0,1384326860.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231118_071402/v1,43.0,-10.0,15.0,M_sun,29.0,-10.0,11.0,M_sun,9.2,,,,4300.0,-2300.0,3600.0,Mpc,0.12,-0.28,0.29,,72.0,-14.0,18.0,M_sun,30.3,-6.1,8.0,M_sun,,,,,0.69,-0.32,0.44,,0.0028,,,1/yr,0.99,,,,69.0,-13.0,17.0,M_sun
GW231118_005626-v1,GW231118_005626,1,GWTC-4.0,1384304204.8,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231118_005626/v1,20.0,-5.0,7.5,M_sun,10.8,-2.4,3.4,M_sun,10.7,,,,2190.0,-970.0,930.0,Mpc,0.38,-0.11,0.1,,31.0,-3.7,5.9,M_sun,12.6,-1.1,1.6,M_sun,,,,,0.39,-0.16,0.14,,1e-05,,,1/yr,0.99,,,,29.4,-3.6,6.0,M_sun
GW231114_043211-v1,GW231114_043211,1,GWTC-4.0,1383971549.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231114_043211/v1,22.8,-6.3,9.2,M_sun,8.2,-2.1,2.5,M_sun,10.0,,,,1390.0,-620.0,860.0,Mpc,0.08,-0.16,0.21,,31.1,-4.8,7.3,M_sun,11.6,-1.1,1.1,M_sun,,,,,0.26,-0.11,0.14,,0.00013,,,1/yr,0.99,,,,30.1,-4.9,7.5,M_sun
GW231113_200417-v1,GW231113_200417,1,GWTC-4.0,1383941075.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231113_200417/v1,11.6,-2.4,5.1,M_sun,7.4,-2.0,1.8,M_sun,10.5,,,,1160.0,-530.0,640.0,Mpc,0.13,-0.08,0.15,,19.2,-1.9,3.2,M_sun,8.0,-0.64,0.68,M_sun,,,,,0.23,-0.1,0.11,,3.8e-05,,,1/yr,0.99,,,,18.3,-1.9,3.3,M_sun
GW231113_150041-v1,GW231113_150041,1,GWTC-4.0,1383922859.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231113_150041/v1,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7999999999999998,,,1/yr,0.96,,,,,,,
GW231113_122623-v1,GW231113_122623,1,GWTC-4.0,1383913601.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231113_122623/v1,39.8,-9.6,17.2,M_sun,26.4,-9.5,8.9,M_sun,8.6,,,,3400.0,-1700.0,2400.0,Mpc,0.33,-0.33,0.25,,67.0,-13.0,16.0,M_sun,27.9,-5.5,6.3,M_sun,,,,,0.56,-0.25,0.32,,0.28,,,1/yr,0.99,,,,63.0,-12.0,15.0,M_sun
GW231110_040320-v1,GW231110_040320,1,GWTC-4.0,1383624218.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231110_040320/v1,19.4,-4.0,5.8,M_sun,12.6,-2.9,3.0,M_sun,11.5,,,,1890.0,-910.0,850.0,Mpc,0.17,-0.12,0.13,,32.2,-3.3,4.3,M_sun,13.4,-1.1,1.7,M_sun,,,,,0.35,-0.15,0.13,,1e-05,,,1/yr,0.99,,,,30.6,-3.3,4.3,M_sun
GW231108_125142-v1,GW231108_125142,1,GWTC-4.0,1383483120.5,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231108_125142/v1,23.2,-3.6,5.5,M_sun,17.4,-3.2,3.2,M_sun,12.6,,,,2050.0,-890.0,750.0,Mpc,-0.08,-0.15,0.13,,40.6,-3.3,5.1,M_sun,17.3,-1.3,2.1,M_sun,,,,,0.37,-0.15,0.11,,1e-05,,,1/yr,0.99,,,,38.9,-3.2,4.9,M_sun
GW231104_133418-v1,GW231104_133418,1,GWTC-4.0,1383140076.9,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231104_133418/v1,12.2,-2.0,4.4,M_sun,8.6,-2.2,1.8,M_sun,11.8,,,,1470.0,-660.0,540.0,Mpc,0.14,-0.07,0.11,,21.0,-1.7,2.7,M_sun,8.84,-0.56,0.87,M_sun,,,,,0.28,-0.11,0.09,,1e-05,,,1/yr,0.99,,,,20.0,-1.6,2.7,M_sun
GW231102_232433-v1,GW231102_232433,1,GWTC-4.0,1383002691.5,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231102_232433/v1,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1/yr,0.8,,,,,,,
GW231102_071736-v1,GW231102_071736,1,GWTC-4.0,1382944674.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231102_071736/v1,61.0,-12.0,14.0,M_sun,42.0,-13.0,13.0,M_sun,15.6,,,,3800.0,-1800.0,2100.0,Mpc,0.06,-0.22,0.22,,102.0,-13.0,21.0,M_sun,43.3,-6.3,9.5,M_sun,,,,,0.63,-0.26,0.27,,1e-05,,,1/yr,0.99,,,,98.0,-13.0,19.0,M_sun
GW231102_052214-v1,GW231102_052214,1,GWTC-4.0,1382937752.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231102_052214/v1,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1/yr,0.72,,,,,,,
GW231029_111508-v1,GW231029_111508,1,GWTC-4.0,1382613326.8,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231029_111508/v1,65.0,-14.0,18.0,M_sun,42.0,-15.0,15.0,M_sun,10.8,,,,3100.0,-1700.0,2400.0,Mpc,0.14,-0.23,0.24,,106.0,-16.0,22.0,M_sun,44.4,-8.0,10.4,M_sun,,,,,0.53,-0.26,0.32,,5.2000000000000004e-05,,,1/yr,0.99,,,,101.0,-16.0,21.0,M_sun
GW231028_153006-v1,GW231028_153006,1,GWTC-4.0,1382542224.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231028_153006/v1,94.0,-19.0,32.0,M_sun,59.0,-24.0,21.0,M_sun,22.4,,,,4200.0,-1900.0,1300.0,Mpc,0.45,-0.19,0.16,,153.0,-14.0,29.0,M_sun,63.0,-9.7,13.1,M_sun,,,,,0.68,-0.26,0.17,,1e-05,,,1/yr,0.99,,,,144.0,-13.0,27.0,M_sun
GW231026_130704-v1,GW231026_130704,1,GWTC-4.0,1382360842.2,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231026_130704/v1,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,1/yr,0.93,,,,,,,
GW231020_142947-v1,GW231020_142947,1,GWTC-4.0,1381847405.6,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231020_142947/v1,12.0,-2.6,8.4,M_sun,7.4,-2.8,2.0,M_sun,12.0,,,,1230.0,-640.0,510.0,Mpc,0.14,-0.12,0.24,,19.8,-2.1,5.4,M_sun,8.07,-0.52,0.83,M_sun,,,,,0.24,-0.12,0.08,,1e-05,,,1/yr,0.99,,,,18.8,-2.0,5.6,M_sun
GW231018_233037-v1,GW231018_233037,1,GWTC-4.0,1381707055.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231018_233037/v1,11.6,-2.4,5.1,M_sun,7.3,-2.1,1.9,M_sun,9.1,,,,1540.0,-740.0,740.0,Mpc,0.01,-0.13,0.17,,19.0,-2.0,3.4,M_sun,7.9,-0.67,0.89,M_sun,,,,,0.29,-0.13,0.12,,0.68,,,1/yr,0.93,,,,18.2,-1.9,3.5,M_sun
GW231014_040532-v1,GW231014_040532,1,GWTC-4.0,1381291551.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231014_040532/v1,20.6,-4.0,7.9,M_sun,14.7,-4.2,3.8,M_sun,9.0,,,,2300.0,-1200.0,1400.0,Mpc,0.18,-0.28,0.26,,35.6,-4.7,6.8,M_sun,15.0,-1.9,2.6,M_sun,,,,,0.42,-0.19,0.2,,0.21,,,1/yr,0.96,,,,33.8,-4.4,6.5,M_sun
GW231013_135504-v1,GW231013_135504,1,GWTC-4.0,1381240522.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231013_135504/v1,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,1/yr,0.54,,,,,,,
GW231008_142521-v1,GW231008_142521,1,GWTC-4.0,1380810339.8,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231008_142521/v1,45.0,-12.0,17.0,M_sun,25.6,-9.7,10.7,M_sun,9.3,,,,3000.0,-1300.0,2500.0,Mpc,-0.01,-0.28,0.25,,71.0,-13.0,16.0,M_sun,29.0,-5.7,6.9,M_sun,,,,,0.51,-0.2,0.33,,0.0016,,,1/yr,0.99,,,,69.0,-13.0,15.0,M_sun
GW231005_144455-v1,GW231005_144455,1,GWTC-4.0,1380552313.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231005_144455/v1,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,1/yr,0.55,,,,,,,
GW231005_091549-v1,GW231005_091549,1,GWTC-4.0,1380532567.5,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231005_091549/v1,28.8,-6.1,10.1,M_sun,21.2,-6.2,6.3,M_sun,11.0,,,,3800.0,-1900.0,2500.0,Mpc,-0.03,-0.26,0.24,,50.2,-8.3,11.3,M_sun,21.3,-3.5,4.8,M_sun,,,,,0.62,-0.27,0.32,,0.04,,,1/yr,0.99,,,,48.0,-7.9,10.8,M_sun
GW231005_021030-v1,GW231005_021030,1,GWTC-4.0,1380507049.0,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231005_021030/v1,84.0,-23.0,29.0,M_sun,50.0,-20.0,22.0,M_sun,10.4,,,,6300.0,-3200.0,4600.0,Mpc,0.1,-0.37,0.36,,133.0,-25.0,38.0,M_sun,54.0,-11.0,17.0,M_sun,,,,,0.93,-0.42,0.53,,0.01,,,1/yr,0.99,,,,127.0,-25.0,36.0,M_sun
GW231004_232346-v1,GW231004_232346,1,GWTC-4.0,1380497044.3,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231004_232346/v1,64.0,-18.0,25.0,M_sun,35.0,-14.0,16.0,M_sun,8.9,,,,4400.0,-2300.0,3700.0,Mpc,-0.04,-0.37,0.3,,99.0,-19.0,27.0,M_sun,40.0,-8.6,11.5,M_sun,,,,,0.7,-0.32,0.45,,0.16,,,1/yr,0.97,,,,96.0,-19.0,26.0,M_sun
GW231002_143916-v1,GW231002_143916,1,GWTC-4.0,1380292774.7,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231002_143916/v1,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1/yr,0.9,,,,,,,
GW231001_140220-v1,GW231001_140220,1,GWTC-4.0,1380204158.7,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW231001_140220/v1,76.0,-22.0,25.0,M_sun,41.0,-16.0,18.0,M_sun,11.5,,,,4400.0,-2400.0,3900.0,Mpc,-0.04,-0.35,0.33,,116.0,-23.0,31.0,M_sun,46.6,-9.9,13.8,M_sun,,,,,0.7,-0.34,0.47,,1.6e-05,,,1/yr,0.99,,,,111.0,-22.0,29.0,M_sun
GW230930_110730-v1,GW230930_110730,1,GWTC-4.0,1380107268.4,/GWTC-4.0/,https://gwosc.org/eventapi/json/GWTC-4.0/GW230930_110730/v1,34.5,-7.9,13.2,M_sun,24.4,-7.5,8.4,M_sun,9.0,,,,4900.0,-2500.0,3200.0,Mpc,0.02,-0.27,0.26,,59.0,-10.0,15.0,M_sun,24.8,-4.1,6.5,M_sun,,,,,0.76,-0.34,0.38,,0.17,,,1/yr,0.99,,,,56.3,-9.6,14.5,M_sun
