event_name,GPS,mass_1_source,mass_2_source,total_mass,chirp_mass,distance_mpc,snr,false_alarm_rate,catalog,commonName,event_date,event_year,event_type,observing_run,mass_bin,distance_bin,mass_ratio,high_confidence
GW190731_140936-v3,1248617394.6,41.0,29.0,70.0,29.0,4000.0,8.28,0.49,IAS-O3a,GW190731_140936,2019-07-31,2019,BBH,O3a,60–100,2k–5k,0.7073170731707317,False
GW190731_140936-v2,1248617394.6,41.8,29.0,70.7,29.7,3330.0,8.8,0.33,GWTC-2.1-confident,GW190731_140936,2019-07-31,2019,BBH,O3a,60–100,2k–5k,0.6937799043062202,False
GW190803_022701-v2,1248834439.8,37.7,27.6,65.0,27.6,3190.0,9.3,0.073,GWTC-2.1-confident,GW190803_022701,2019-08-03,2019,BBH,O3a,60–100,2k–5k,0.7320954907161804,False
GW190803_022701-v3,1248834439.9,38.0,27.0,66.0,28.0,4000.0,8.61,0.064,IAS-O3a,GW190803_022701,2019-08-03,2019,BBH,O3a,60–100,2k–5k,0.7105263157894737,False
GW190803_022701-v1,1248834439.9,37.3,27.3,64.5,27.3,3270.0,8.970600357413534,0.0269343172504355,GWTC-2,GW190803_022701,2019-08-03,2019,BBH,O3a,60–100,2k–5k,0.7319034852546917,False
GW190805_211137-v2,1249074715.3,45.0,32.0,78.0,32.0,7000.0,8.58,0.3,IAS-O3a,GW190805_211137,2019-08-05,2019,BBH,O3a,60–100,5k+ Mpc,0.7111111111111111,False
GW190805_211137-v1,1249074715.3,46.2,30.6,76.7,31.9,6130.0,8.1,0.63,GWTC-2.1-confident,GW190805_211137,2019-08-05,2019,BBH,O3a,60–100,5k+ Mpc,0.6623376623376623,False
GW190814-v1,1249852257.0,23.2,2.59,25.8,6.09,241.0,25.0,,O3_Discovery_Papers,GW190814,2019-08-14,2019,NSBH,O3a,20–40,0–500 Mpc,0.11163793103448276,False
GW190814-v2,1249852257.0,23.2,2.59,25.8,6.09,240.0,22.17523325999954,1e-05,GWTC-2,GW190814,2019-08-14,2019,NSBH,O3a,20–40,0–500 Mpc,0.11163793103448276,False
GW190814_192009-v1,1249845627.6,80.0,50.0,130.0,51.0,9000.0,7.96,1.5,IAS-O3a,GW190814_192009,2019-08-14,2019,BBH,O3a,100+,5k+ Mpc,0.625,False
GW190814_211039-v3,1249852257.0,23.3,2.6,25.9,6.11,230.0,25.3,1e-05,GWTC-2.1-confident,GW190814,2019-08-14,2019,NSBH,O3a,20–40,0–500 Mpc,0.11158798283261803,False
GW190818_232544-v1,1250205962.3,70.0,34.0,110.0,41.0,6000.0,8.07,0.29,IAS-O3a,GW190818_232544,2019-08-18,2019,BBH,O3a,100+,5k+ Mpc,0.4857142857142857,False
GW190821_124821-v1,1250426919.9,8.0,3.9,11.9,4.8,800.0,8.8,1.4,IAS-O3a,GW190821_124821,2019-08-21,2019,BBH,O3a,10–20,500–1k,0.4875,False
GW190828_063405-v2,1251009263.7,31.9,25.8,57.2,24.6,2070.0,16.5,1e-05,GWTC-2.1-confident,GW190828_063405,2019-08-28,2019,BBH,O3a,40–60,2k–5k,0.8087774294670848,False
GW190828_063405-v1,1251009263.8,32.1,26.2,58.0,25.0,2130.0,16.629603122143354,1e-05,GWTC-2,GW190828_063405,2019-08-28,2019,BBH,O3a,40–60,2k–5k,0.8161993769470405,False
GW190828_065509-v3,1251010527.8,24.0,10.0,35.0,13.4,1500.0,10.4,0.001,IAS-O3a,GW190828_065509,2019-08-28,2019,BBH,O3a,20–40,1k–2k,0.4166666666666667,False
GW190828_065509-v2,1251010527.8,23.7,10.4,34.3,13.4,1540.0,10.2,3.5e-05,GWTC-2.1-confident,GW190828_065509,2019-08-28,2019,BBH,O3a,20–40,1k–2k,0.4388185654008439,False
GW190828_065509-v1,1251010527.9,24.1,10.2,34.4,13.3,1600.0,11.12790886853085,1e-05,GWTC-2,GW190828_065509,2019-08-28,2019,BBH,O3a,20–40,1k–2k,0.4232365145228215,False
GW190828_063405-v3,1251009263.7,33.0,26.0,58.0,25.0,2300.0,16.0,0.001,IAS-O3a,GW190828_063405,2019-08-28,2019,BBH,O3a,40–60,2k–5k,0.7878787878787878,False
GW190906_054335-v1,1251783833.5,39.0,24.0,63.0,26.0,6000.0,7.86,1.4,IAS-O3a,GW190906_054335,2019-09-06,2019,BBH,O3a,60–100,5k+ Mpc,0.6153846153846154,False
GW190909_114149-v1,1252064527.7,45.8,28.3,75.0,30.9,3770.0,9.047895,1.1112276612026477,GWTC-2,GW190909_114149,2019-09-09,2019,BBH,O3a,60–100,2k–5k,0.6179039301310044,False
GW190909_114149-v3,1252064527.7,110.0,28.0,140.0,45.0,5000.0,7.98,2.2,IAS-O3a,GW190909_114149,2019-09-09,2019,BBH,O3a,100+,2k–5k,0.2545454545454545,False
GW190909_114149-v2,1252064527.7,,,,,,9.047895,26.1830194416,GWTC-2.1-auxiliary,GW190909_114149,2019-09-09,2019,Unknown,O3a,,,,False
GW190910_112807-v1,1252150105.3,43.9,35.6,79.6,34.3,1460.0,13.41737344451953,1.8852694587530696e-05,GWTC-2,GW190910_112807,2019-09-10,2019,BBH,O3a,60–100,1k–2k,0.8109339407744875,False
GW190910_012619-v1,1252113997.2,34.0,3.2,37.0,8.1,1000.0,8.24,1.5,IAS-O3a,GW190910_012619,2019-09-10,2019,BBH,O3a,20–40,500–1k,0.09411764705882353,False
GW190910_112807-v2,1252150105.3,43.8,34.2,78.0,33.5,1520.0,14.5,0.0029,GWTC-2.1-confident,GW190910_112807,2019-09-10,2019,BBH,O3a,60–100,1k–2k,0.7808219178082193,False
GW190915_235702-v3,1252627040.7,33.0,24.0,57.0,24.0,1800.0,12.8,0.001,IAS-O3a,GW190915_235702,2019-09-15,2019,BBH,O3a,40–60,1k–2k,0.7272727272727273,False
GW190915_235702-v2,1252627040.6,32.6,24.5,57.2,24.4,1750.0,13.1,1e-05,GWTC-2.1-confident,GW190915_235702,2019-09-15,2019,BBH,O3a,40–60,1k–2k,0.7515337423312883,False
GW190915_235702-v1,1252627040.7,35.3,24.4,59.9,25.3,1620.0,13.07209167194663,1e-05,GWTC-2,GW190915_235702,2019-09-15,2019,BBH,O3a,40–60,1k–2k,0.6912181303116147,False
GW190916_200658-v1,1252699636.9,43.8,23.3,68.0,26.9,4940.0,8.1,4.7,GWTC-2.1-confident,GW190916_200658,2019-09-16,2019,BBH,O3a,60–100,2k–5k,0.5319634703196348,False
GW190916_200658-v2,1252699636.9,46.0,27.0,73.0,30.0,7000.0,7.97,0.048,IAS-O3a,GW190916_200658,2019-09-16,2019,BBH,O3a,60–100,5k+ Mpc,0.5869565217391305,False
GW190917_114630-v1,1252756008.0,9.7,2.1,11.8,3.7,720.0,8.3,0.66,GWTC-2.1-confident,GW190917_114630,2019-09-17,2019,NSBH,O3a,10–20,500–1k,0.21649484536082478,False
GW190920_113516-v1,1253014534.7,7.0,2.8,9.0,3.7,700.0,8.62,1.7999999999999998,IAS-O3a,GW190920_113516,2019-09-20,2019,NSBH,O3a,0–10,500–1k,0.39999999999999997,False
190924_232654-v1,1253402833.0,,,,,,13.27,0.4,O3_IMBH_marginal,190924_232654,2019-09-24,2019,Unknown,O3a,,,,False
GW190924_021846-v2,1253326744.8,8.8,5.1,13.9,5.8,550.0,12.0,1e-05,GWTC-2.1-confident,GW190924_021846,2019-09-24,2019,BBH,O3a,10–20,500–1k,0.5795454545454545,False
GW190924_021846-v1,1253326744.8,8.9,5.0,13.9,5.8,570.0,13.15903752184739,1e-05,GWTC-2,GW190924_021846,2019-09-24,2019,BBH,O3a,10–20,500–1k,0.5617977528089887,False
GW190925_232845-v1,1253489343.1,20.8,15.5,36.7,15.6,930.0,9.7,0.0072,GWTC-2.1-confident,GW190925_232845,2019-09-25,2019,BBH,O3a,20–40,500–1k,0.7451923076923077,False
GW190926_050336-v2,1253509434.1,37.0,25.0,61.0,25.0,4000.0,8.76,0.04,IAS-O3a,GW190926_050336,2019-09-26,2019,BBH,O3a,60–100,2k–5k,0.6756756756756757,False
GW190926_050336-v1,1253509434.0,41.1,20.4,61.9,24.4,3280.0,8.1,1.1,GWTC-2.1-confident,GW190926_050336,2019-09-26,2019,BBH,O3a,60–100,2k–5k,0.4963503649635036,False
GW190929_012149-v2,1253755327.4,66.3,26.8,93.3,35.6,3130.0,9.7,0.16,GWTC-2.1-confident,GW190929_012149,2019-09-29,2019,BBH,O3a,60–100,2k–5k,0.4042232277526395,False
GW190929_012149-v1,1253755327.5,80.8,24.1,104.3,35.8,2130.0,9.875628916044713,0.0201614435854915,GWTC-2,GW190929_012149,2019-09-29,2019,BBH,O3a,100+,2k–5k,0.2982673267326733,False
GW190929_012149-v3,1253755327.5,70.0,25.0,100.0,36.0,3200.0,9.56,0.001,IAS-O3a,GW190929_012149,2019-09-29,2019,BBH,O3a,60–100,2k–5k,0.35714285714285715,False
GW190930_133541-v2,1253885759.2,14.2,6.9,21.2,8.5,770.0,9.7,0.012,GWTC-2.1-confident,GW190930_133541,2019-09-30,2019,BBH,O3a,20–40,500–1k,0.48591549295774655,False
GW190930_133541-v1,1253885759.2,12.3,7.8,20.3,8.5,760.0,10.01932734846673,0.0330921980265922,GWTC-2,GW190930_133541,2019-09-30,2019,BBH,O3a,20–40,500–1k,0.6341463414634145,False
GW190930_133541-v3,1253885759.2,18.0,5.0,24.0,8.5,800.0,9.83,0.001,IAS-O3a,GW190930_133541,2019-09-30,2019,BBH,O3a,20–40,500–1k,0.2777777777777778,False
GW191103_012549-v1,1256779567.5,11.8,7.9,20.0,8.34,990.0,8.9,0.46,GWTC-3-confident,GW191103_012549,2019-11-03,2019,BBH,O3b,10–20,500–1k,0.6694915254237288,False
GW191105_143521-v1,1256999739.9,10.7,7.7,18.5,7.82,1150.0,9.7,0.012,GWTC-3-confident,GW191105_143521,2019-11-05,2019,BBH,O3b,10–20,1k–2k,0.7196261682242991,False
GW191109_010717-v1,1257296855.2,65.0,47.0,112.0,47.5,1290.0,17.3,0.00018,GWTC-3-confident,GW191109_010717,2019-11-09,2019,BBH,O3b,100+,1k–2k,0.7230769230769231,False
GW191113_071753-v1,1257664691.8,29.0,5.9,34.5,10.7,1370.0,7.9,26.0,GWTC-3-confident,GW191113_071753,2019-11-13,2019,BBH,O3b,20–40,1k–2k,0.20344827586206898,False
191118_212859-v1,1258147757.4,,,,,,9.121,1.3,GWTC-3-marginal,GW191118_212859,2019-11-18,2019,Unknown,O3b,,,,False
GW191126_115259-v1,1258804397.6,12.1,8.3,20.7,8.65,1620.0,8.3,3.2,GWTC-3-confident,GW191126_115259,2019-11-26,2019,BBH,O3b,20–40,1k–2k,0.6859504132231405,False
GW191127_050227-v1,1258866165.5,53.0,24.0,80.0,29.9,3400.0,9.2,0.25,GWTC-3-confident,GW191127_050227,2019-11-27,2019,BBH,O3b,60–100,2k–5k,0.4528301886792453,False
GW191129_134029-v1,1259070047.1,10.7,6.7,17.5,7.31,790.0,13.1,1e-05,GWTC-3-confident,GW191129_134029,2019-11-29,2019,BBH,O3b,10–20,500–1k,0.6261682242990655,False
GW191204_110529-v1,1259492747.5,27.3,19.2,47.1,19.8,1900.0,8.9,3.3,GWTC-3-confident,GW191204_110529,2019-12-04,2019,BBH,O3b,40–60,1k–2k,0.7032967032967032,False
GW191204_171526-v1,1259514944.0,11.7,8.4,20.19,8.56,640.0,17.4,1e-05,GWTC-3-confident,GW191204_171526,2019-12-04,2019,BBH,O3b,20–40,500–1k,0.7179487179487181,False
GW191215_223052-v1,1260484270.3,24.9,18.1,43.3,18.4,1930.0,11.2,1e-05,GWTC-3-confident,GW191215_223052,2019-12-15,2019,BBH,O3b,40–60,1k–2k,0.7269076305220884,False
GW191216_213338-v1,1260567236.4,12.1,7.7,19.8,8.33,340.0,18.6,1e-05,GWTC-3-confident,GW191216_213338,2019-12-16,2019,BBH,O3b,10–20,0–500 Mpc,0.6363636363636364,False
GW191219_163120-v1,1260808298.4,31.1,1.17,32.3,4.31,550.0,9.1,4.0,GWTC-3-confident,GW191219_163120,2019-12-19,2019,NSBH,O3b,20–40,500–1k,0.037620578778135044,False
GW191222_033537-v1,1261020955.1,45.1,34.7,79.0,33.8,3000.0,12.5,1e-05,GWTC-3-confident,GW191222_033537,2019-12-22,2019,BBH,O3b,60–100,2k–5k,0.7694013303769401,False
191223_014159-v1,1261100537.6,,,,,,14.19,0.46,O3_IMBH_marginal,191223_014159,2019-12-23,2019,Unknown,O3b,,,,False
191225_215715-v1,1261346253.9,,,,,,20.5,0.47,O3_IMBH_marginal,191225_215715,2019-12-25,2019,Unknown,O3b,,,,False
GW191230_180458-v1,1261764316.4,49.4,37.0,86.0,36.5,4300.0,10.4,0.05,GWTC-3-confident,GW191230_180458,2019-12-30,2019,BBH,O3b,60–100,2k–5k,0.7489878542510122,False
GW200105_162426-v2,1262276684.0,9.1,1.91,11.0,3.42,270.0,13.7,0.2,GWTC-3-marginal,GW200105_162426,2020-01-05,2020,NSBH,O3b,10–20,0–500 Mpc,0.2098901098901099,False
GW200105-v1,1262276684.0,8.9,1.9,10.9,3.41,280.0,13.9,0.36,O3_Discovery_Papers,GW200105_162426,2020-01-05,2020,NSBH,O3b,10–20,0–500 Mpc,0.21348314606741572,False
GW200112_155838-v1,1262879936.0,35.6,28.3,63.9,27.4,1250.0,19.8,1e-05,GWTC-3-confident,GW200112_155838,2020-01-12,2020,BBH,O3b,60–100,1k–2k,0.7949438202247191,False
200114_020818-v1,1263002916.2,,,,,,14.5,0.058,O3_IMBH_marginal,200114_020818,2020-01-14,2020,Unknown,O3b,,,,False
GW200115-v1,1263097407.7,5.7,1.5,7.1,2.42,300.0,11.6,1e-05,O3_Discovery_Papers,GW200115_042309,2020-01-15,2020,NSBH,O3b,0–10,0–500 Mpc,0.2631578947368421,False
GW200115_042309-v2,1263097407.7,5.9,1.44,7.4,2.43,290.0,11.3,1e-05,GWTC-3-confident,GW200115_042309,2020-01-15,2020,NSBH,O3b,0–10,0–500 Mpc,0.24406779661016947,False
200121_031748-v1,1263611886.9,,,,,,10.69,1.1,GWTC-3-marginal,200121_031748,2020-01-21,2020,Unknown,O3b,,,,False
GW200128_022011-v1,1264213229.9,42.2,32.6,75.0,32.0,3400.0,10.6,0.0043,GWTC-3-confident,GW200128_022011,2020-01-28,2020,BBH,O3b,60–100,2k–5k,0.7725118483412322,False
GW200129_065458-v1,1264316116.4,34.5,29.0,63.3,27.2,890.0,26.8,1e-05,GWTC-3-confident,GW200129_065458,2020-01-29,2020,BBH,O3b,60–100,500–1k,0.8405797101449275,False
200201_203549-v1,1264624567.0,,,,,,9.046,1.4,GWTC-3-marginal,GW200201_203549,2020-02-01,2020,Unknown,O3b,,,,False
GW200202_154313-v1,1264693411.5,10.1,7.3,17.58,7.49,410.0,10.8,1e-05,GWTC-3-confident,GW200202_154313,2020-02-02,2020,BBH,O3b,10–20,0–500 Mpc,0.7227722772277227,False
GW200208_222617-v1,1265235995.9,51.0,12.3,63.0,19.8,4100.0,7.4,4.8,GWTC-3-confident,GW200208_222617,2020-02-08,2020,BBH,O3b,60–100,2k–5k,0.2411764705882353,False
GW200208_130117-v1,1265202095.9,37.7,27.4,65.3,27.7,2230.0,10.8,0.00031,GWTC-3-confident,GW200208_130117,2020-02-08,2020,BBH,O3b,60–100,2k–5k,0.7267904509283819,False
GW200209_085452-v1,1265273710.1,35.6,27.1,62.6,26.7,3400.0,9.6,0.046,GWTC-3-confident,GW200209_085452,2020-02-09,2020,BBH,O3b,60–100,2k–5k,0.7612359550561798,False
GW200210_092254-v1,1265361792.9,24.1,2.83,27.0,6.56,940.0,8.4,1.2,GWTC-3-confident,GW200210_092254,2020-02-10,2020,NSBH,O3b,20–40,500–1k,0.11742738589211618,False
200214_224526-v1,1265755544.5,,,,,,13.1,0.1314,O3_IMBH_marginal,200214_224526,2020-02-14,2020,Unknown,O3b,,,,False
200214_224526-v2,1265755544.5,,,,,,13.133,0.131444,GWTC-3-marginal,200214_224526,2020-02-14,2020,Unknown,O3b,,,,False
GW200216_220804-v1,1265926102.8,51.0,30.0,81.0,32.9,3800.0,8.1,0.35,GWTC-3-confident,GW200216_220804,2020-02-16,2020,BBH,O3b,60–100,2k–5k,0.5882352941176471,False
GW200219_094415-v1,1266140673.1,37.5,27.9,65.0,27.6,3400.0,10.7,0.00099,GWTC-3-confident,GW200219_094415,2020-02-19,2020,BBH,O3b,60–100,2k–5k,0.744,False
200219_201407-v1,1266178465.9,,,,,,13.59,0.22,GWTC-3-marginal,200219_201407,2020-02-19,2020,Unknown,O3b,,,,False
GW200220_124850-v1,1266238148.1,38.9,27.9,67.0,28.2,4000.0,8.5,30.0,GWTC-3-confident,GW200220_124850,2020-02-20,2020,BBH,O3b,60–100,2k–5k,0.7172236503856041,False
GW200220_061928-v1,1266214786.7,87.0,61.0,148.0,62.0,6000.0,7.2,6.8,GWTC-3-confident,GW200220_061928,2020-02-20,2020,BBH,O3b,100+,5k+ Mpc,0.7011494252873564,False
GW200224_222234-v1,1266618172.4,40.0,32.7,72.3,31.1,1710.0,20.0,1e-05,GWTC-3-confident,GW200224_222234,2020-02-24,2020,BBH,O3b,60–100,1k–2k,0.8175000000000001,False
GW200225_060421-v1,1266645879.3,19.3,14.0,33.5,14.2,1150.0,12.5,1.1e-05,GWTC-3-confident,GW200225_060421,2020-02-25,2020,BBH,O3b,20–40,1k–2k,0.7253886010362695,False
GW200302_015811-v1,1267149509.5,37.8,20.0,57.8,23.4,1480.0,10.8,0.11,GWTC-3-confident,GW200302_015811,2020-03-02,2020,BBH,O3b,40–60,1k–2k,0.5291005291005292,False
GW200306_093714-v1,1267522652.1,28.3,14.8,43.9,17.5,2100.0,7.8,24.0,GWTC-3-confident,GW200306_093714,2020-03-06,2020,BBH,O3b,40–60,2k–5k,0.5229681978798587,False
GW200308_173609-v1,1267724187.7,60.0,24.0,92.0,34.0,7100.0,4.7,2.4,GWTC-3-confident,GW200308_173609,2020-03-08,2020,BBH,O3b,60–100,5k+ Mpc,0.4,False
GW200311_115853-v1,1267963151.3,34.2,27.7,61.9,26.6,1170.0,17.8,1e-05,GWTC-3-confident,GW200311_115853,2020-03-11,2020,BBH,O3b,60–100,1k–2k,0.8099415204678362,False
200311_103121-v1,1267957899.7,,,,,,9.2,1.3,GWTC-3-marginal,GW200311_103121,2020-03-11,2020,Unknown,O3b,,,,False
GW200316_215756-v1,1268431094.1,13.1,7.8,21.2,8.75,1120.0,10.3,1e-05,GWTC-3-confident,GW200316_215756,2020-03-16,2020,BBH,O3b,20–40,1k–2k,0.5954198473282443,False
GW200322_091133-v1,1268903511.3,38.0,11.3,50.0,15.0,3500.0,4.5,140.0,GWTC-3-confident,GW200322_091133,2020-03-22,2020,BBH,O3b,40–60,2k–5k,0.2973684210526316,False
GW230518_125908-v1,1368449966.2,8.17,1.45,9.61,2.8,236.0,14.1,1e-05,GWTC-4.0,GW230518_125908,2023-05-18,2023,NSBH,Between runs,0–10,0–500 Mpc,0.17747858017135862,False
GW230529_181500-v2,1369419318.7,3.66,1.42,5.08,1.94,203.0,11.8,0.00022,GWTC-4.0,GW230529_181500,2023-05-29,2023,NSBH,O4,0–10,0–500 Mpc,0.3879781420765027,False
GW230529_181500-v1,1369419318.7,3.6,1.4,5.1,1.94,201.0,11.6,0.001,O4_Discovery_Papers,GW230529_181500,2023-05-29,2023,NSBH,O4,0–10,0–500 Mpc,0.38888888888888884,False
GW230531_141100-v1,1369577478.3,,,,,,8.0,3.5,GWTC-4.0,GW230531_141100,2023-05-31,2023,Unknown,O4,,,,False
GW230601_224134-v1,1369694512.1,64.0,44.0,107.0,45.1,3700.0,13.4,1e-05,GWTC-4.0,GW230601_224134,2023-06-01,2023,BBH,O4,100+,2k–5k,0.6875,False
GW230603_174756-v1,1369849694.9,,,,,,8.0,8.4,GWTC-4.0,GW230603_174756,2023-06-03,2023,Unknown,O4,,,,False
GW230605_065343-v1,1369983241.5,17.4,11.0,28.6,11.95,1060.0,11.4,1e-05,GWTC-4.0,GW230605_065343,2023-06-05,2023,BBH,O4,20–40,1k–2k,0.632183908045977,False
GW230606_024545-v1,1370054763.5,,,,,,7.5,3.2,GWTC-4.0,GW230606_024545,2023-06-06,2023,Unknown,O4,,,,False
GW230606_004305-v1,1370047403.8,37.6,25.7,63.4,26.5,2800.0,11.1,0.00041,GWTC-4.0,GW230606_004305,2023-06-06,2023,BBH,O4,60–100,2k–5k,0.6835106382978723,False
GW230608_205047-v1,1370292665.2,48.0,31.0,79.0,32.7,3500.0,10.2,0.0012,GWTC-4.0,GW230608_205047,2023-06-08,2023,BBH,O4,60–100,2k–5k,0.6458333333333334,False
GW230609_010824-v1,1370308122.4,,,,,,8.0,2.8,GWTC-4.0,GW230609_010824,2023-06-09,2023,Unknown,O4,,,,False
GW230609_064958-v1,1370328616.3,35.4,25.2,60.5,25.6,3400.0,10.6,0.00014,GWTC-4.0,GW230609_064958,2023-06-09,2023,BBH,O4,60–100,2k–5k,0.711864406779661,False
GW230615_160825-v1,1370880524.0,,,,,,8.9,4.3,GWTC-4.0,GW230615_160825,2023-06-15,2023,Unknown,O4,,,,False
GW230618_102550-v1,1371119168.0,,,,,,7.8,49.00000000000001,GWTC-4.0,GW230618_102550,2023-06-18,2023,Unknown,O4,,,,False
GW230624_113103-v1,1371641481.7,27.1,16.1,43.7,18.0,1930.0,11.4,0.0001799999999999,GWTC-4.0,GW230624_113103,2023-06-24,2023,BBH,O4,40–60,1k–2k,0.5940959409594097,False
GW230624_214944-v1,1371678602.5,,,,,,10.6,2.2,GWTC-4.0,GW230624_214944,2023-06-24,2023,Unknown,O4,,,,False
GW230625_211655-v1,1371763033.0,,,,,,8.1,42.0,GWTC-4.0,GW230625_211655,2023-06-25,2023,Unknown,O4,,,,False
GW230627_015337-v1,1371866035.8,8.4,5.74,14.22,6.02,305.0,28.7,1e-05,GWTC-4.0,GW230627_015337,2023-06-27,2023,BBH,O4,10–20,0–500 Mpc,0.6833333333333333,False
GW230628_231200-v1,1372029138.4,32.5,27.0,59.2,25.5,2260.0,16.4,1e-05,GWTC-4.0,GW230628_231200,2023-06-28,2023,BBH,O4,40–60,2k–5k,0.8307692307692308,False
GW230630_234532-v1,1372203950.4,10.0,6.6,16.8,7.06,1090.0,9.9,0.00042,GWTC-4.0,GW230630_234532,2023-06-30,2023,BBH,O4,10–20,1k–2k,0.6599999999999999,False
GW230630_125806-v1,1372165104.9,51.0,33.0,84.0,35.0,5400.0,9.0,0.16,GWTC-4.0,GW230630_125806,2023-06-30,2023,BBH,O4,60–100,5k+ Mpc,0.6470588235294118,False
GW230630_070659-v1,1372144037.0,,,,,,9.8,0.47,GWTC-4.0,GW230630_070659,2023-06-30,2023,Unknown,O4,,,,False
GW230702_185453-v1,1372359311.7,40.0,18.0,60.0,22.9,2500.0,10.1,1e-05,GWTC-4.0,GW230702_185453,2023-07-02,2023,BBH,O4,40–60,2k–5k,0.45,False
GW230702_162025-v1,1372350043.9,,,,,,9.2,6.5,GWTC-4.0,GW230702_162025,2023-07-02,2023,Unknown,O4,,,,False
GW230704_021211-v1,1372471949.2,32.6,20.0,53.0,21.9,2700.0,9.4,0.21,GWTC-4.0,GW230704_021211,2023-07-04,2023,BBH,O4,40–60,2k–5k,0.6134969325153374,False
GW230704_212616-v1,1372541194.7,89.0,50.0,139.0,56.0,7300.0,8.7,0.51,GWTC-4.0,GW230704_212616,2023-07-04,2023,BBH,O4,100+,5k+ Mpc,0.5617977528089888,False
GW230706_104333-v1,1372675431.2,16.3,11.5,28.0,11.8,1910.0,9.2,0.23,GWTC-4.0,GW230706_104333,2023-07-06,2023,BBH,O4,20–40,1k–2k,0.705521472392638,False
GW230707_124047-v1,1372768865.3,46.1,36.3,82.0,35.1,4400.0,11.9,0.0011,GWTC-4.0,GW230707_124047,2023-07-07,2023,BBH,O4,60–100,2k–5k,0.7874186550976138,False
GW230708_053705-v1,1372829843.1,29.1,22.7,51.9,22.2,3300.0,8.9,0.2199999999999999,GWTC-4.0,GW230708_053705,2023-07-08,2023,BBH,O4,40–60,2k–5k,0.7800687285223367,False
GW230708_071859-v1,1372835957.4,,,,,,9.1,1.5,GWTC-4.0,GW230708_071859,2023-07-08,2023,Unknown,O4,,,,False
GW230708_230935-v1,1372892993.5,64.0,40.0,103.0,42.6,3500.0,10.0,0.0037,GWTC-4.0,GW230708_230935,2023-07-08,2023,BBH,O4,100+,2k–5k,0.625,False
GW230709_122727-v1,1372940865.2,45.0,30.0,74.0,30.9,4700.0,10.2,0.011,GWTC-4.0,GW230709_122727,2023-07-09,2023,BBH,O4,60–100,2k–5k,0.6666666666666666,False
GW230709_063445-v1,1372919703.1,,,,,,7.9,15.0,GWTC-4.0,GW230709_063445,2023-07-09,2023,Unknown,O4,,,,False
GW230712_090405-v1,1373187863.9,32.0,12.5,46.0,16.2,2000.0,9.5,0.018,GWTC-4.0,GW230712_090405,2023-07-12,2023,BBH,O4,40–60,1k–2k,0.390625,False
GW230717_102139-v1,1373624517.1,,,,,,8.3,29.0,GWTC-4.0,GW230717_102139,2023-07-17,2023,Unknown,O4,,,,False
GW230721_222634-v1,1374013612.8,,,,,,7.9,4.1,GWTC-4.0,GW230721_222634,2023-07-21,2023,Unknown,O4,,,,False
GW230723_084820-v1,1374137318.4,,,,,,8.4,3.9,GWTC-4.0,GW230723_084820,2023-07-23,2023,Unknown,O4,,,,False
GW230723_101834-v1,1374142732.4,16.6,10.6,27.5,11.4,1610.0,10.1,0.0034,GWTC-4.0,GW230723_101834,2023-07-23,2023,BBH,O4,20–40,1k–2k,0.6385542168674698,False
GW230726_002940-v1,1374366598.1,35.6,27.9,63.6,27.2,2100.0,10.5,1e-05,GWTC-4.0,GW230726_002940,2023-07-26,2023,BBH,O4,60–100,2k–5k,0.7837078651685393,False
GW230728_083628-v1,1374568606.9,,,,,,13.1,1.5,GWTC-4.0,GW230728_083628,2023-07-28,2023,Unknown,O4,,,,False
GW230729_082317-v1,1374654215.2,12.3,7.6,20.3,8.34,1640.0,9.5,0.18,GWTC-4.0,GW230729_082317,2023-07-29,2023,BBH,O4,20–40,1k–2k,0.6178861788617885,False
GW230731_215307-v1,1374875605.9,10.3,7.9,18.3,7.78,1100.0,12.2,1e-05,GWTC-4.0,GW230731_215307,2023-07-31,2023,BBH,O4,10–20,1k–2k,0.7669902912621359,False
GW230803_033412-v1,1375068870.4,44.0,29.0,73.0,30.5,5000.0,9.4,0.31,GWTC-4.0,GW230803_033412,2023-08-03,2023,BBH,O4,60–100,2k–5k,0.6590909090909091,False
GW230805_034249-v1,1375242188.0,32.2,22.6,54.9,23.1,3500.0,9.5,0.0037,GWTC-4.0,GW230805_034249,2023-08-05,2023,BBH,O4,40–60,2k–5k,0.7018633540372671,False
GW230806_204041-v1,1375389659.9,51.0,35.0,86.0,35.9,5500.0,9.4,0.0037,GWTC-4.0,GW230806_204041,2023-08-06,2023,BBH,O4,60–100,5k+ Mpc,0.6862745098039216,False
GW230807_205045-v1,1375476663.4,,,,,,8.7,2.9,GWTC-4.0,GW230807_205045,2023-08-07,2023,Unknown,O4,,,,False
GW230811_032116-v1,1375759294.3,35.4,22.3,57.9,24.1,2100.0,13.6,1e-05,GWTC-4.0,GW230811_032116,2023-08-11,2023,BBH,O4,40–60,2k–5k,0.6299435028248588,False
GW230814_230901-v1,1376089759.8,33.7,28.2,61.9,26.78,290.0,43.0,1e-05,GWTC-4.0,GW230814_230901,2023-08-14,2023,BBH,O4,60–100,0–500 Mpc,0.8367952522255192,False
GW230814_061920-v1,1376029178.5,69.0,42.0,111.0,46.0,4000.0,11.2,0.00063,GWTC-4.0,GW230814_061920,2023-08-14,2023,BBH,O4,100+,2k–5k,0.6086956521739131,False
